文件名,坐标,船数量
910,0.572265625 0.435546875 0.10546875 0.06640625,1
911,0.07421875 0.4375 0.109375 0.0625,1
913,0.255859375 0.927734375 0.07421875 0.08984375,1
914,0.728515625 0.02734375 0.08984375 0.0546875;0.8515625 0.841796875 0.078125 0.08203125,2
917,0.30859375 0.16796875 0.0703125 0.046875,1
919,0.2578125 0.427734375 0.0703125 0.08984375,1
921,0.3515625 0.33984375 0.078125 0.078125,1
922,0.54296875 0.630859375 0.0703125 0.04296875,1
923,0.044921875 0.6328125 0.07421875 0.046875,1
924,0.62890625 0.08984375 0.0703125 0.0546875,1
925,0.126953125 0.091796875 0.06640625 0.05859375,1
927,0.421875 0.767578125 0.0859375 0.08203125,1
938,0.8828125 0.3984375 0.140625 0.0859375,1
939,0.37890625 0.40234375 0.1328125 0.0859375,1
941,0.734375 0.662109375 0.140625 0.08984375,1
946,0.140625 0.466796875 0.1171875 0.10546875,1
947,0.517578125 0.279296875 0.11328125 0.09765625,1
949,0.236328125 0.16015625 0.14453125 0.0859375,1
951,0.64453125 0.060546875 0.125 0.12109375,1
954,0.353515625 0.763671875 0.14453125 0.12890625,1
955,0.45703125 0.9375 0.1484375 0.1171875,1
956,0.56640625 0.818359375 0.140625 0.08984375,1
958,0.626953125 0.869140625 0.15234375 0.08984375,1
961,0.06640625 0.45703125 0.1328125 0.140625,1
963,0.8515625 0.263671875 0.1484375 0.13671875,1
964,0.353515625 0.26171875 0.14453125 0.140625,1
965,0.45703125 0.44140625 0.1484375 0.125,1
966,0.5390625 0.63671875 0.125 0.140625,1
967,0.056640625 0.625 0.11328125 0.15625,1
968,0.76953125 0.869140625 0.09375 0.08984375,1
970,0.568359375 0.318359375 0.13671875 0.09765625,1
971,0.072265625 0.31640625 0.13671875 0.09375,1
974,0.625 0.373046875 0.15625 0.08984375,1
976,0.6015625 0.95703125 0.109375 0.078125,1
977,0.103515625 0.9609375 0.12109375 0.0703125,1
983,0.26953125 0.369140625 0.1015625 0.08984375,1
985,0.1015625 0.46484375 0.109375 0.0859375,1
986,0.62109375 0.373046875 0.15625 0.12890625,1
989,0.228515625 0.814453125 0.12890625 0.12890625,1
992,0.412109375 0.478515625 0.13671875 0.09765625,1
994,0.607421875 0.55859375 0.13671875 0.078125,1
996,0.734375 0.3125 0.1328125 0.1328125,1
997,0.23046875 0.310546875 0.1328125 0.13671875,1
1001,0.71484375 0.48828125 0.109375 0.078125,1
1003,0.5078125 0.947265625 0.125 0.09765625,1
1004,0.76171875 0.87109375 0.1484375 0.0859375,1
1006,0.609375 0.05859375 0.1484375 0.078125,1
1007,0.10546875 0.0546875 0.1328125 0.0859375,1
1009,0.19921875 0.5 0.1015625 0.1015625,1
1010,0.666015625 0.2265625 0.05859375 0.0703125;0.8203125 0.787109375 0.09375 0.11328125,2
1012,0.677734375 0.517578125 0.07421875 0.06640625,1
1015,0.091796875 0.505859375 0.08203125 0.17578125,1
1020,0.84765625 0.482421875 0.0703125 0.05859375,1
1022,0.423828125 0.7578125 0.05859375 0.0625,1
1024,0.1796875 0.474609375 0.0546875 0.06640625,1
1025,0.54296875 0.693359375 0.0859375 0.13671875,1
1026,0.1796875 0.912109375 0.0546875 0.14453125,1
1028,0.044921875 0.2109375 0.08203125 0.109375;0.685546875 0.412109375 0.05859375 0.14453125,2
1029,0.181640625 0.419921875 0.05859375 0.16796875,1
1030,0.650390625 0.701171875 0.07421875 0.12109375,1
1031,0.15234375 0.197265625 0.078125 0.13671875,1
1032,0.6484375 0.19921875 0.0703125 0.1328125,1
1036,0.80078125 0.705078125 0.0625 0.07421875,1
1042,0.91015625 0.640625 0.0859375 0.09375,1
1043,0.408203125 0.640625 0.08203125 0.09375,1
1044,0.796875 0.20703125 0.0625 0.0703125,1
1048,0.62890625 0.4453125 0.0703125 0.109375,1
1049,0.91015625 0.138671875 0.078125 0.08984375,1
1051,0.7734375 0.615234375 0.0703125 0.11328125;0.798828125 0.30078125 0.04296875 0.1328125,2
1052,0.298828125 0.298828125 0.05078125 0.13671875;0.275390625 0.6171875 0.06640625 0.109375,2
1053,0.673828125 0.708984375 0.08203125 0.07421875,1
1054,0.17578125 0.70703125 0.0703125 0.078125,1
1055,0.595703125 0.9375 0.05859375 0.1171875,1
1057,0.669921875 0.201171875 0.07421875 0.08203125,1
1059,0.171875 0.20703125 0.0625 0.0703125,1
1061,0.09375 0.45703125 0.0546875 0.140625,1
1062,0.6640625 0.7265625 0.0625 0.0703125,1
1066,0.564453125 0.201171875 0.16015625 0.23046875,1
1070,0.900390625 0.29296875 0.19140625 0.1328125,1
1071,0.423828125 0.298828125 0.23046875 0.10546875,1
1072,0.515625 0.712890625 0.0390625 0.05859375;0.75 0.79296875 0.046875 0.078125;0.662109375 0.31640625 0.08984375 0.078125;0.53125 0.224609375 0.1015625 0.08203125;0.345703125 0.146484375 0.08984375 0.08203125,5
1073,0.87109375 0.583984375 0.109375 0.08203125;0.763671875 0.3125 0.12109375 0.0625;0.921875 0.119140625 0.109375 0.06640625;0.689453125 0.02734375 0.12109375 0.0546875,4
1075,0.494140625 0.673828125 0.11328125 0.05859375,1
1077,0.177734375 0.55078125 0.18359375 0.328125;0.537109375 0.779296875 0.03515625 0.09765625;0.017578125 0.208984375 0.03515625 0.05078125;0.248046875 0.29296875 0.03515625 0.078125,4
1079,0.51171875 0.517578125 0.125 0.05859375;0.8203125 0.814453125 0.125 0.05859375,2
1080,0.611328125 0.90234375 0.10546875 0.1015625,1
1082,0.322265625 0.7578125 0.04296875 0.1171875,1
1083,0.16796875 0.08984375 0.0390625 0.0546875;0.736328125 0.650390625 0.04296875 0.09765625,2
1084,0.265625 0.486328125 0.0625 0.12109375;0.58984375 0.810546875 0.0546875 0.12109375,2
1085,0.609375 0.404296875 0.09375 0.09765625,1
1086,0.10546875 0.40234375 0.1015625 0.1015625,1
1088,0.322265625 0.2578125 0.03515625 0.109375,1
1089,0.583984375 0.322265625 0.04296875 0.11328125,1
1092,0.169921875 0.212890625 0.33984375 0.17578125,1
1094,0.2265625 0.11328125 0.046875 0.09375;0.2265625 0.3671875 0.046875 0.1015625;0.4296875 0.689453125 0.078125 0.04296875;0.701171875 0.41796875 0.09765625 0.0546875,4
1100,0.322265625 0.2734375 0.03515625 0.1640625,1
1101,0.689453125 0.94140625 0.08203125 0.0546875;0.91796875 0.85546875 0.0625 0.0546875,2
1103,0.7734375 0.7578125 0.0703125 0.1640625,1
1104,0.26953125 0.755859375 0.0625 0.16796875,1
1105,0.951171875 0.80859375 0.08984375 0.0859375;0.748046875 0.9140625 0.05859375 0.0625,2
1108,0.76953125 0.26171875 0.0625 0.171875,1
1110,0.341796875 0.59375 0.10546875 0.0703125,1
1112,0.423828125 0.693359375 0.05859375 0.11328125;0.130859375 0.796875 0.06640625 0.1015625,2
1113,0.203125 0.88671875 0.078125 0.0625;0.494140625 0.798828125 0.15234375 0.08203125;0.693359375 0.716796875 0.08203125 0.05859375;0.86328125 0.62890625 0.078125 0.0625,4
1115,0.841796875 0.095703125 0.10546875 0.07421875,1
1116,0.33984375 0.095703125 0.1015625 0.07421875,1
1117,0.919921875 0.193359375 0.05078125 0.12109375;0.634765625 0.298828125 0.06640625 0.09765625,2
1118,0.83203125 0.966796875 0.109375 0.05859375,1
1123,0.103515625 0.701171875 0.07421875 0.15234375,1
1124,0.599609375 0.19921875 0.06640625 0.1328125,1
1125,0.099609375 0.1953125 0.06640625 0.140625,1
1126,0.22265625 0.6328125 0.0703125 0.078125;0.5234375 0.873046875 0.0546875 0.11328125;0.53125 0.19140625 0.0703125 0.1015625;0.640625 0.314453125 0.078125 0.08984375,4
1127,0.755859375 0.513671875 0.06640625 0.27734375,1
1129,0.724609375 0.1328125 0.05859375 0.078125;0.908203125 0.572265625 0.08984375 0.07421875,2
1131,0.025390625 0.37890625 0.05078125 0.109375;0.619140625 0.27734375 0.05859375 0.125,2
1132,0.78515625 0.51953125 0.109375 0.109375,1
1135,0.90625 0.07421875 0.1015625 0.0703125,1
1138,0.52734375 0.833984375 0.234375 0.32421875,1
1139,0.0703125 0.8359375 0.140625 0.3203125,1
1142,0.072265625 0.341796875 0.14453125 0.34765625,1
1143,0.59765625 0.9296875 0.09375 0.0546875,1
1144,0.099609375 0.927734375 0.09765625 0.05859375,1
1146,0.296875 0.59375 0.0546875 0.1484375,1
1148,0.1015625 0.431640625 0.09375 0.05859375,1
1149,0.912109375 0.712890625 0.16796875 0.20703125,1
1151,0.794921875 0.091796875 0.06640625 0.15234375,1
1160,0.517578125 0.453125 0.10546875 0.1640625,1
1162,0.443359375 0.314453125 0.04296875 0.25390625,1
1164,0.302734375 0.25390625 0.28515625 0.34375,1
1165,0.703125 0.5625 0.1328125 0.1328125,1
1168,0.921875 0.62890625 0.1484375 0.2421875,1
1169,0.447265625 0.623046875 0.18359375 0.25390625,1
1170,0.703125 0.064453125 0.1171875 0.12890625,1
1171,0.203125 0.06640625 0.1171875 0.1328125,1
1175,0.845703125 0.33984375 0.12890625 0.140625,1
1177,0.57421875 0.54296875 0.171875 0.09375,1
1178,0.078125 0.541015625 0.15625 0.09765625,1
1180,0.912109375 0.802734375 0.16796875 0.25390625,1
1181,0.458984375 0.76953125 0.26171875 0.3125,1
1183,0.080078125 0.04296875 0.16015625 0.0859375,1
1184,0.79296875 0.78125 0.078125 0.171875,1
1186,0.28125 0.939453125 0.1328125 0.11328125,1
1188,0.171875 0.537109375 0.203125 0.07421875,1
1189,0.787109375 0.4453125 0.12890625 0.140625,1
1190,0.283203125 0.4453125 0.12890625 0.140625,1
1196,0.1484375 0.447265625 0.125 0.13671875,1
1197,0.689453125 0.25 0.19921875 0.0703125,1
1198,0.181640625 0.248046875 0.18359375 0.05859375,1
1202,0.2578125 0.873046875 0.171875 0.20703125,1
1204,0.30078125 0.08203125 0.171875 0.1640625,1
1206,0.08984375 0.763671875 0.1015625 0.23046875,1
1207,0.5078125 0.841796875 0.1875 0.18359375,1
1213,0.509765625 0.34375 0.19140625 0.1875,1
1214,0.048828125 0.31640625 0.09765625 0.1328125,1
1215,0.896484375 0.189453125 0.09765625 0.06640625,1
1217,0.544921875 0.2421875 0.12890625 0.1953125,1
1219,0.486328125 0.662109375 0.10546875 0.12890625,1
1221,0.484375 0.162109375 0.1171875 0.13671875,1
1222,0.900390625 0.70703125 0.12109375 0.0625,1
1223,0.396484375 0.70703125 0.12109375 0.0625,1
1224,0.896484375 0.205078125 0.12109375 0.06640625,1
1227,0.1015625 0.783203125 0.0859375 0.09765625,1
1228,0.49609375 0.787109375 0.125 0.05859375,1
1229,0.6015625 0.28125 0.0859375 0.1015625,1
1231,0.494140625 0.2890625 0.12109375 0.0625,1
1233,0.458984375 0.7421875 0.15234375 0.140625,1
1235,0.45703125 0.2421875 0.15625 0.140625,1
1239,0.515625 0.78125 0.15625 0.125,1
1240,0.583984375 0.83984375 0.12890625 0.2890625,1
1244,0.2578125 0.376953125 0.171875 0.19140625,1
1246,0.041015625 0.533203125 0.05078125 0.08203125,1
1249,0.904296875 0.13671875 0.11328125 0.09375,1
1251,0.677734375 0.037109375 0.08984375 0.07421875,1
1253,0.849609375 0.521484375 0.08203125 0.10546875,1
1254,0.3515625 0.521484375 0.09375 0.09765625,1
1255,0.58984375 0.060546875 0.046875 0.12109375,1
1256,0.08984375 0.05859375 0.046875 0.1171875,1
1257,0.265625 0.939453125 0.046875 0.05078125,1
1258,0.263671875 0.4375 0.04296875 0.0546875,1
1260,0.283203125 0.5234375 0.09765625 0.1171875,1
1261,0.72265625 0.611328125 0.0546875 0.16796875,1
1262,0.224609375 0.61328125 0.05859375 0.171875,1
1264,0.583984375 0.33984375 0.12890625 0.296875,1
1266,0.623046875 0.49609375 0.08203125 0.078125,1
1267,0.12109375 0.49609375 0.078125 0.078125,1
1271,0.197265625 0.705078125 0.15234375 0.10546875,1
1272,0.693359375 0.205078125 0.15234375 0.11328125,1
1273,0.197265625 0.2109375 0.15234375 0.1171875,1
1275,0.5703125 0.83984375 0.125 0.1328125,1
1277,0.119140625 0.384765625 0.12109375 0.08984375,1
1281,0.5703125 0.337890625 0.1328125 0.12890625,1
1283,0.685546875 0.75 0.19140625 0.0546875,1
1285,0.822265625 0.71484375 0.10546875 0.078125,1
1286,0.322265625 0.716796875 0.10546875 0.07421875,1
1290,0.744140625 0.294921875 0.26953125 0.08984375,1
1292,0.849609375 0.666015625 0.09765625 0.15234375,1
1294,0.82421875 0.044921875 0.078125 0.05078125;0.95703125 0.2890625 0.0390625 0.2109375,2
1296,0.931640625 0.767578125 0.12109375 0.07421875,1
1297,0.4765625 0.78515625 0.0859375 0.0625,1
1301,0.48046875 0.830078125 0.0703125 0.08984375;0.201171875 0.9140625 0.05078125 0.0859375,2
1302,0.845703125 0.166015625 0.08984375 0.14453125,1
1303,0.345703125 0.16796875 0.09765625 0.140625,1
1307,0.04296875 0.62890625 0.0859375 0.1484375,1
1312,0.291015625 0.65234375 0.08984375 0.140625;0.123046875 0.953125 0.08203125 0.0859375;0.525390625 0.126953125 0.09765625 0.13671875,3
1319,0.62890625 0.40234375 0.0546875 0.125,1
1320,0.12890625 0.3984375 0.0703125 0.125,1
1323,0.658203125 0.47265625 0.04296875 0.09375,1
1327,0.71875 0.83203125 0.046875 0.1171875,1
1329,0.5703125 0.72265625 0.0625 0.09375,1
1330,0.0703125 0.720703125 0.0625 0.08984375,1
1332,0.646484375 0.349609375 0.06640625 0.15234375;0.763671875 0.796875 0.07421875 0.15625,2
1334,0.591796875 0.544921875 0.06640625 0.08203125,1
1336,0.638671875 0.609375 0.06640625 0.1484375,1
1338,0.48828125 0.6015625 0.0625 0.1015625,1
1343,0.490234375 0.10546875 0.07421875 0.1015625,1
1344,0.212890625 0.2421875 0.04296875 0.0859375;0.826171875 0.955078125 0.05078125 0.08203125;0.81640625 0.08203125 0.046875 0.109375,3
1345,0.6640625 0.80859375 0.046875 0.1640625,1
1346,0.1640625 0.802734375 0.046875 0.16015625;0.681640625 0.69140625 0.04296875 0.0859375;0.537109375 0.96484375 0.05078125 0.0625,3
1350,0.876953125 0.662109375 0.05859375 0.12890625;0.671875 0.443359375 0.0625 0.09765625;0.873046875 0.3203125 0.05078125 0.09375,3
1351,0.17578125 0.44140625 0.0546875 0.09375;0.37109375 0.3203125 0.0390625 0.0859375;0.376953125 0.67578125 0.05078125 0.1328125;0.486328125 0.8125 0.05078125 0.1640625,4
1352,0.828125 0.455078125 0.046875 0.09765625;0.779296875 0.720703125 0.05078125 0.09765625,2
1354,0.0390625 0.521484375 0.0546875 0.16796875;0.18359375 0.1875 0.0390625 0.0859375;0.744140625 0.30078125 0.05078125 0.1484375;0.6953125 0.201171875 0.0546875 0.15234375;0.345703125 0.876953125 0.04296875 0.14453125;0.81640625 0.796875 0.046875 0.1171875,6
1355,0.3125 0.796875 0.0390625 0.1171875;0.2421875 0.3046875 0.046875 0.1328125;0.19140625 0.19921875 0.0546875 0.15625,3
1357,0.091796875 0.8046875 0.03515625 0.1015625;0.73828125 0.302734375 0.0390625 0.07421875;0.259765625 0.478515625 0.05078125 0.06640625,3
1359,0.87890625 0.17578125 0.0546875 0.1328125;0.978515625 0.306640625 0.03515625 0.16015625,2
1360,0.775390625 0.220703125 0.04296875 0.10546875,1
1361,0.646484375 0.328125 0.05859375 0.1328125,1
1362,0.34765625 0.37890625 0.0390625 0.125;0.814453125 0.296875 0.03515625 0.1171875;0.03515625 0.0546875 0.0390625 0.109375,3
1364,0.27734375 0.2265625 0.0390625 0.109375;0.728515625 0.248046875 0.04296875 0.07421875,2
1365,0.892578125 0.25390625 0.05078125 0.1171875;0.23046875 0.24609375 0.0546875 0.078125;0.626953125 0.708984375 0.06640625 0.06640625,3
1368,0.263671875 0.66796875 0.04296875 0.0625,1
1370,0.09375 0.583984375 0.0546875 0.12109375,1
1371,0.39453125 0.6328125 0.0546875 0.078125,1
1372,0.18359375 0.77734375 0.046875 0.0703125;0.466796875 0.541015625 0.05078125 0.07421875,2
1374,0.119140625 0.638671875 0.04296875 0.10546875,1
1377,0.416015625 0.48046875 0.05859375 0.0625;0.076171875 0.572265625 0.05078125 0.05859375;0.119140625 0.201171875 0.05859375 0.06640625;0.58203125 0.26171875 0.046875 0.0859375;0.736328125 0.236328125 0.04296875 0.08984375;0.501953125 0.685546875 0.05078125 0.10546875,6
1378,0.232421875 0.232421875 0.04296875 0.08984375;0.080078125 0.259765625 0.04296875 0.08984375;0.76171875 0.1640625 0.046875 0.0546875;0.83203125 0.8671875 0.0390625 0.0546875,4
1379,0.216796875 0.626953125 0.04296875 0.07421875;0.595703125 0.078125 0.05078125 0.140625,2
1380,0.6875 0.771484375 0.0546875 0.08984375;0.095703125 0.083984375 0.05859375 0.12890625;0.96484375 0.5390625 0.0546875 0.078125,3
1381,0.39453125 0.130859375 0.046875 0.07421875,1
1382,0.185546875 0.27734375 0.05859375 0.09375;0.46875 0.037109375 0.0625 0.07421875,2
1387,0.6953125 0.578125 0.0546875 0.15625;0.576171875 0.08984375 0.05078125 0.09375,2
1388,0.49609375 0.8671875 0.0625 0.0703125;0.330078125 0.376953125 0.04296875 0.07421875;0.537109375 0.021484375 0.06640625 0.04296875,3
1394,0.076171875 0.798828125 0.05078125 0.08984375;0.32421875 0.71875 0.046875 0.0703125;0.697265625 0.080078125 0.05859375 0.16015625,3
1396,0.494140625 0.3671875 0.05859375 0.078125,1
1399,0.3359375 0.77734375 0.046875 0.1015625,1
1403,0.517578125 0.521484375 0.04296875 0.13671875,1
1404,0.455078125 0.578125 0.04296875 0.140625,1
1405,0.244140625 0.4453125 0.05859375 0.1328125;0.41796875 0.15234375 0.046875 0.203125,2
1406,0.455078125 0.0859375 0.04296875 0.140625,1
1407,0.958984375 0.490234375 0.04296875 0.14453125,1
1408,0.4609375 0.490234375 0.0390625 0.13671875;0.794921875 0.5859375 0.04296875 0.1171875,2
1411,0.025390625 0.490234375 0.05078125 0.14453125;0.314453125 0.943359375 0.05859375 0.08984375,2
1416,0.728515625 0.734375 0.06640625 0.0859375;0.951171875 0.857421875 0.05859375 0.09765625,2
1418,0.40234375 0.517578125 0.0390625 0.14453125;0.388671875 0.765625 0.04296875 0.1328125;0.732421875 0.236328125 0.06640625 0.09765625;0.94921875 0.353515625 0.0625 0.10546875;0.66015625 0.224609375 0.0625 0.06640625,5
1421,0.146484375 0.69921875 0.05078125 0.109375;0.259765625 0.833984375 0.05078125 0.10546875;0.4453125 0.50390625 0.0390625 0.1484375;0.390625 0.263671875 0.046875 0.14453125;0.40625 0.044921875 0.0546875 0.08984375,5
1422,0.76171875 0.25390625 0.0546875 0.140625,1
1425,0.109375 0.8984375 0.0390625 0.1328125;0.59375 0.6796875 0.046875 0.140625,2
1426,0.697265625 0.744140625 0.05078125 0.12890625,1
1428,0.025390625 0.63671875 0.05078125 0.1875;0.501953125 0.78125 0.05078125 0.1328125,2
1429,0.63671875 0.62890625 0.046875 0.1953125,1
1431,0.693359375 0.244140625 0.05859375 0.13671875,1
1432,0.1953125 0.248046875 0.0390625 0.14453125;0.525390625 0.138671875 0.05078125 0.17578125,2
1433,0.025390625 0.142578125 0.05078125 0.19140625;0.50390625 0.283203125 0.0546875 0.12890625,2
1434,0.53515625 0.078125 0.0546875 0.09375,1
1435,0.611328125 0.67578125 0.05078125 0.0859375,1
1436,0.115234375 0.677734375 0.05078125 0.07421875;0.89453125 0.892578125 0.046875 0.08203125,2
1437,0.5703125 0.421875 0.0390625 0.078125,1
1438,0.068359375 0.419921875 0.03515625 0.08203125;0.845703125 0.796875 0.05078125 0.125,2
1439,0.072265625 0.474609375 0.05859375 0.17578125,1
1440,0.11328125 0.17578125 0.0546875 0.078125;0.890625 0.390625 0.0390625 0.0859375,2
1441,0.392578125 0.388671875 0.05078125 0.08203125;0.875 0.55078125 0.0625 0.0703125,2
1443,0.728515625 0.81640625 0.05078125 0.1171875,1
1445,0.13671875 0.119140625 0.0546875 0.19921875,1
1446,0.7265625 0.314453125 0.046875 0.12890625,1
1447,0.23046875 0.310546875 0.0390625 0.12109375,1
1449,0.30078125 0.1015625 0.0625 0.203125,1
1450,0.611328125 0.904296875 0.05859375 0.14453125,1
1451,0.109375 0.89453125 0.046875 0.125;0.54296875 0.939453125 0.0546875 0.11328125,2
1452,0.607421875 0.390625 0.05078125 0.1171875,1
1453,0.111328125 0.39453125 0.05078125 0.109375;0.546875 0.4375 0.0546875 0.1484375,2
1455,0.193359375 0.625 0.05078125 0.203125;0.71875 0.771484375 0.0625 0.22265625;0.94921875 0.8046875 0.0546875 0.1796875,3
1457,0.693359375 0.12109375 0.05078125 0.203125,1
1460,0.36328125 0.322265625 0.0546875 0.08984375,1
1463,0.162109375 0.802734375 0.11328125 0.14453125,1
1464,0.5859375 0.794921875 0.0546875 0.14453125,1
1466,0.0859375 0.294921875 0.0625 0.15234375,1
1467,0.310546875 0.390625 0.07421875 0.078125,1
1468,0.810546875 0.384765625 0.06640625 0.07421875,1
1470,0.9140625 0.783203125 0.0546875 0.06640625,1
1471,0.4140625 0.783203125 0.0546875 0.06640625,1
1472,0.853515625 0.6484375 0.05078125 0.171875,1
1473,0.35546875 0.650390625 0.0625 0.17578125,1
1476,0.064453125 0.75390625 0.06640625 0.21875;0.912109375 0.28125 0.05078125 0.0703125,2
1479,0.353515625 0.15625 0.05859375 0.171875,1
1480,0.5625 0.2578125 0.0625 0.2265625,1
1483,0.3046875 0.828125 0.1015625 0.109375,1
1484,0.451171875 0.541015625 0.04296875 0.16015625,1
1485,0.552734375 0.939453125 0.05078125 0.11328125,1
1486,0.05078125 0.939453125 0.0625 0.11328125,1
1490,0.8125 0.52734375 0.046875 0.1328125,1
1491,0.3125 0.525390625 0.046875 0.12109375,1
1492,0.369140625 0.482421875 0.08203125 0.08984375;0.6484375 0.72265625 0.15625 0.1796875,2
1493,0.15234375 0.7265625 0.15625 0.1796875,1
1495,0.146484375 0.2265625 0.16015625 0.1953125,1
1497,0.865234375 0.818359375 0.05859375 0.08984375,1
